Grower,Farm,Year,FieldName,FieldName_original,Crop,Variety,Date,SeededAcres,Acres,Weight_lbs,Volume_bu,Yield_buac,Use,Notes
202215 ARM RIVER COLONY,Home,2022,Tree House,Tree House,Canola,,,,,50039,1000.8,6.6,FALSE,Something wrong here
202215 ARM RIVER COLONY,Home,2022,Treehouse,Treehouse,Barley,,,,,331251,6901.1,60,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Archibald,Archibald,Canola,,,,,539667,10793.3,75,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Bernard NW,Bernard NW,Canola,,,,,525018,10500.4,69.6,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Bernard Yard,Bernard Yard,Canola,,,,,1089143,21782.9,69,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Bernard Yard SW,Bernard Yard SW,Canola,,,,,177333,3546.7,65.1,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Erwin Bateman,Erwin Bateman,Barley,,,,,1882332,39215.3,104.8,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Graff +Bins E,Graff +Bins E,Canola,,,,,357109,7142.2,61,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Holt HY 6,Holt HY 6,Canola,,,,,975717,19514.3,69.6,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Holt Quarter Otto ,Holt Quarter Otto E,SpringWheat,,,,,689691,11494.8,70.9,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Holt Yard,Holt Yard,SpringWheat,,,,,410946,6849.1,49.6,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Holt Yard North,Holt Yard North,SpringWheat,,,,,392551,6542.5,55.9,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Huber 640,Huber 640,Canola,,,,,1641528,32830.6,51.1,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns N,Kathleen Burns N,Canola,,,,,392780,7855.6,62.7,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns S,Kathleen Burns S,Canola,,,,,119708,2394.2,59.7,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns Sma,Kathleen Burns Small,Canola,,,,,64557,1291.1,60,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Lisa 85,Lisa 85,Barley,,,,,393382,8195.5,98.1,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Lumsden S,Lumsden S,SpringWheat,,,,,3266728,54445.5,67.6,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Mobile Grain-1,Mobile Grain-1,SpringWheat,,,,,502373,8372.9,65,TRUE,
202215 ARM RIVER COLONY,Huber,2022,OT N Side,OT N Side,Canola,,,,,488938,9778.8,65.7,TRUE,
202215 ARM RIVER COLONY,Huber,2022,OT S Side,OT S Side,Canola,,,,,547141,10942.8,70.9,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Otto 440,Otto 440,SpringWheat,,,,,1965108,32751.8,74.2,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Otto House E,Otto House E,SpringWheat,,,,,2026293,33771.5,69.4,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Otto House W,Otto House W,SpringWheat,,,,,671260,11187.7,63.7,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Otto N,Otto N,SpringWheat,,,,,335724,5595.4,73.9,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Otto S,Otto S,SpringWheat,,,,,44546,742.4,29.4,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Paul Schro,Paul Schro,SpringWheat,,,,,336182,5603,57.6,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Penny Burns,Penny Burns,Canola,,,,,825768,16515.4,55.1,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Ron Burns,Ron Burns,Canola,,,,,824409,16488.2,56.2,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Ron Lisa Huber,Ron Lisa Huber,SpringWheat,,,,,3249798,54163.3,56.2,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Scott Will 100,Scott Will 100,Barley,,,,,455471,9489,96.1,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Scott Will 160,Scott Will 160,Barley,,,,,881053,18355.3,114,TRUE,
202215 ARM RIVER COLONY,Huber,2022,Small,Small,Barley,,,,,2374243,49463.4,109.7,TRUE,
202215 ARM RIVER COLONY,Pete,2022,Colony W Quarter,Colony W Quarter,Barley,,,,,617167,12857.6,79.8,TRUE,
202215 ARM RIVER COLONY,Pete,2022,new break,new break,Barley,,,,,533953,11124,71.5,TRUE,
202215 ARM RIVER COLONY,Pete,2022,Otto Home,Otto Home,Barley,,,,,1057813,22037.8,70.1,TRUE,
202215 ARM RIVER COLONY,Pete,2022,Pete All N&S,Pete All N&S,Barley,,,,,4233413,88196.1,91.1,TRUE,
202215 ARM RIVER COLONY,Pete,2022,Pete East,Pete East,Canola,,,,,3435862,68717.2,51.8,TRUE,
202215 ARM RIVER COLONY,Pete,2022,Sams correl,Sams correl,Canola,,,,,139673,2793.5,126.6,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst N Half S,Avonhurst N Half Section,SpringWheat,,,,,1179836,19663.9,64.3,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst N quarte,Avonhurst N quarter,SpringWheat,,,,,606586,10109.8,66.5,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst NE Quart,Avonhurst NE Quarter,SpringWheat,,,,,663484,11058.1,62.6,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst Town,Avonhurst Town,SpringWheat,,,,,2377981,39633,59,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Edenwold Town,Edenwold Town,SpringWheat,,,,,837864,13964.4,51.3,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Sec North Edenwold,North Edenwold Section,SpringWheat,,,,,1416630,23610.5,36.9,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod East,Rod East,SpringWheat,,,,,3142276,52371.3,67.8,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod East East,Rod East East,SpringWheat,,,,,3000648,50010.8,68.3,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod Yard NE,Rod Yard NE,SpringWheat,,,,,872935,14548.9,49.8,TRUE,
202215 ARM RIVER COLONY,Rod Koch,2022,Yard South,Yard South,SpringWheat,,,,,2285254,38087.6,63.4,TRUE,
202215 ARM RIVER COLONY,Young,2022,KS Road E,KS Road E,SpringWheat,,,,,439923,7332,58.2,TRUE,
202215 ARM RIVER COLONY,Young,2022,KS Road W,KS Road W,SpringWheat,,,,,640866,10681.1,67,TRUE,
202215 ARM RIVER COLONY,Young,2022,Mike McEwen N,Mike McEwen N,SpringWheat,,,,,369630,6160.5,65.3,TRUE,
202215 ARM RIVER COLONY,Young,2022,Mike McEwen S,Mike McEwen S,SpringWheat,,,,,168952,2815.9,70.6,TRUE,
202215 ARM RIVER COLONY,Young,2022,Sec 27 Disley W,Sec 27 Disley W,SpringWheat,,,,,457539,7625.7,53.6,TRUE,
202215 ARM RIVER COLONY,Young,2022,Valley & 40,Valley & 40,SpringWheat,,,,,439749,7329.1,40.6,TRUE,
202215 ARM RIVER COLONY,Young,2022,Young House SW,Young House SW,SpringWheat,,,,,643084,10718.1,59.3,TRUE,
