Grower,Farm,Year,FieldName,Crop,Variety,Date,SeededAcres,Acres,Weight_lbs,Volume_bu,Yield_buac,FieldName_monitor,Year_monitor,Crop_monitor,Area_ha_monitor,Mass_t_monitor,Yield_tha_monitor,Notes
202231 HILLSBORO FARMS,,2022,F19b W11,Winter Wheat,,2022-09-15,,117,664216.73208,,62.5,F19b W11,2022,Wheat - Sft Rd Wtr,70.0656200082,330.140235862744,4.71187203972657,
202231 HILLSBORO FARMS,,2022,F19b W11,Spring Wheat,,2022-09-15,,8,33990.83116,,68.3,,,,,,,
202231 HILLSBORO FARMS,,2022,F19d E11,Peas,,2022-08-31,,271,499445.6379,,30.7,F19d E11,2022,Other,102.0402234466,211.254939707279,2.07031043809733,
202231 HILLSBORO FARMS,,2022,F2 N S11,Spring Wheat,,2022-09-16,,94,227532.21634,,40.3,F2 N S11,2022,Wheat - Sft Rd Wtr,41.5041960346,129.301348147011,3.11538014226848,
202231 HILLSBORO FARMS,,2022,F2 N S11,CWRS,,2022-09-16,,18,38774.85656,,35.9,,,,,,,
202231 HILLSBORO FARMS,,2022,F21 SE08,Barley,,2022-10-04,,29,70589.72778,,50.7,F21 SE08,2022,Spring Barley,11.422186034,31.013388669697,2.71518854424018,
202231 HILLSBORO FARMS,,2022,F22 N13,Spring Wheat,,2022-09-21,,42,90565.7896,,35.9,F22 N13,2022,Wheat - Sft Rd Wtr/Spring Barley/Canola,50.1924183354,113.483794465951,2.26097482905925,
202231 HILLSBORO FARMS,,2022,F22 N13,Barley,,2022-10-04,,50,125010.77248,,52.1,,,,,,,
202231 HILLSBORO FARMS,,2022,F3a,CWRS,,2022-08-29,,245,856783.67522,,58.3,,,,,,,
202231 HILLSBORO FARMS,,2022,F4 SE36,Canola,,2022-09-27,,211,232408.83578,,22,F4 SE36,2022,Canola,85.5910071758,120.338952992494,1.40597659687919,
202231 HILLSBORO FARMS,,2022,F4b SW36,Canola,,2022-09-28,,37,42674.82934,,23.1,F4b SW36,2022,Canola,15.0419535748,21.9194588012082,1.45722154321299,
202231 HILLSBORO FARMS,,2022,F6a NW31,Spring Wheat,,2022-09-12,,243,666073.02212,,45.7,F6a NW31,2022,Wheat - Sft Rd Wtr,45.5544114918,160.196232842835,3.51659098640033,
202231 HILLSBORO FARMS,,2022,F7 N32,Winter Wheat,,NA,,313,1406269.77788,,74.9,F7 N32,2022,Winter Wheat/Other,120.4293102108,656.867185453173,5.45437970460338,
202231 HILLSBORO FARMS,,2022,F9 SE06,Peas,,2022-09-05,,119,245241.9288,,34.3,F9 SE06,2022,Other/Canola,47.6084647218,112.937807297186,2.37222115766888,
202207 JVM VAN STAVEREN,,2022,13 Pak,Canola,L340PC,2022-09-21,,2025,5077239.86,,,13 Pak,2022,Canola,817.727034244,1979.82978874446,2.42113774625885,
202207 JVM VAN STAVEREN,,2022,Beitz,Durum,Alloy,2022-08-31,,315,1243405.68,,,Beitz,2022,Lentils,125.4940174247,462.938680040851,3.68893027365729,
202207 JVM VAN STAVEREN,,2022,Betty,Durum,Alloy,2022-09-10,,1320,4706863.7,,,Betty,2022,Lentils/Canola,523.7885169993,1824.8283485437,3.48390292898716,
202207 JVM VAN STAVEREN,,2022,Bolls,Durum,Alloy,2022-09-01,,660,2667590.2,,,Bolls,2022,Lentils,263.9951368029,1027.00114124903,3.89022750072776,
202207 JVM VAN STAVEREN,,2022,Drivers,Canola,,2022-09-26,,160,321874.52,,,Drivers,2022,Canola,63.2214057003,148.660698865377,2.35142982378627,
202207 JVM VAN STAVEREN,,2022,Elgins,Canola,L340PC,2022-09-22,,850,1216950.24,,,Elgins,2022,Canola,302.3893227865,691.357395567731,2.28631549949222,
202207 JVM VAN STAVEREN,,2022,Eliford East,Lentils,Proclaim,2022-08-19,,965,813504.78,,,,,,,,,
202207 JVM VAN STAVEREN,,2022,Fairgrounds,Durum,Alloy,2022-09-05,,310,1062626.84,,,Fairgrounds,2022,Lentils,124.2074918519,373.651129847189,3.00828174111039,
202207 JVM VAN STAVEREN,,2022,Eliford West,Lentils,Proclaim,2022-08-19,,625,498244.12,,,,,,,,,
202207 JVM VAN STAVEREN,,2022,Foss North,Canola,CS4000LL,2022-09-12,,470,859801.8,,,Foss North,2022,Canola,191.5798081798,362.73280976533,1.89337703806917,
202207 JVM VAN STAVEREN,,2022,Foss Pasture,Lentils,Proclaim,2022-08-25,,405,908303.44,,,Foss Pasture,2022,Lentils,160.808083049,297.554474726805,1.85037013740247,
202207 JVM VAN STAVEREN,,2022,Foss South,Lentils,Proclaim,2022-08-24,,871,1521187.8,,,Foss South,2022,Lentils,317.5113181366,494.666355924658,1.55794873337977,
202207 JVM VAN STAVEREN,,2022,Foss West,Lentils,Proclaim,2022-08-23,,305,546745.76,,,Foss West,2022,Lentils,116.264828209,177.48961532092,1.52659766547679,
202207 JVM VAN STAVEREN,,2022,Galls,Durum,Alloy,2022-09-05,,265,418877.8,,,Galls,2022,Lentils,100.2449086097,144.490428119857,1.44137423160736,
202207 JVM VAN STAVEREN,,2022,Griffin Half,Durum,Alloy,2022-08-31,,250,934758.88,,,Griffin Half,2022,Lentils,111.7093331611,344.13121446119,3.08059501138464,
202207 JVM VAN STAVEREN,,2022,Horner Home,Lentils,Proclaim,2022-08-21,,725,676818.34,,,Horner Home,2022,Canola/Lentils,283.4082842062,239.245886740779,0.844173935885056,
202207 JVM VAN STAVEREN,,2022,Ivans,Lentils,Proclaim,2022-08-14,,1135,1377887.5,,,,,,,,,
202207 JVM VAN STAVEREN,,2022,Kathryn,Lentils,Proclaim,2022-08-22,,780,1640237.28,,,Kathryn,2022,Lentils,303.2768633712,554.867816952569,1.82957516371247,
202207 JVM VAN STAVEREN,,2022,Louis,Canola,P501L,2022-09-07,,460,992079,,,Louis,2022,Canola,170.15959836514,344.196087136036,2.02278384788754,
202207 JVM VAN STAVEREN,,2022,Orm,Durum,Alloy,2022-09-10,,847,3474481.12,,,Orm,2022,Canola/Lentils,244.70246085194,693.1908325746,2.83279060685059,
202207 JVM VAN STAVEREN,,2022,Phillips,Durum,Alloy,2022-09-10,,1245,4274758.18,,,Phillips,2022,Lentils/Canola,486.9651443356,1425.42526160042,2.92716075920634,
202207 JVM VAN STAVEREN,,2022,Pollock,Durum,Alloy,2022-09-04,,1615,6038454.18,,,Pollock,2022,Lentils/Canola,660.9148220381,2286.45209398921,3.4595261261328,
202207 JVM VAN STAVEREN,,2022,Section 15 Shellingtons,Canola,CS4000LL,2022-09-08,,1380,3265042.22,,,Section 15 Shellingtons,2022,Canola,538.0748048514,1271.76481503871,2.36354648753706,
202207 JVM VAN STAVEREN,,2022,Section 3,Durum,Alloy,2022-09-04,,660,2317055.62,,,Section 3,2022,Lentils,269.4253179201,846.52923501292,3.14198101925954,
202207 JVM VAN STAVEREN,,2022,Stewart 8 Pack,Canola,L340PC,2022-09-19,,1255,3214335.96,,,Stewart,2022,Canola,515.3266929559,1286.66910201009,2.49680274590434,
202207 JVM VAN STAVEREN,,2022,Tapps,Durum,Alloy,2022-09-03,,315,1049399.12,,,Tapps,2022,Lentils,122.0375435844,400.111447480874,3.27859309298668,
202207 JVM VAN STAVEREN,,2022,Tordiff,Lentils,Proclaim,2022-08-22,,595,1117742.34,,,Tordiff,2022,Lentils,229.7737970977,374.548082011638,1.63007308380067,
202207 JVM VAN STAVEREN,,2022,Vince Sylvia,Canola,L340PC,2022-09-07,,155,291009.84,,,Vince Sylvia,2022,Canola,63.3717962902,122.195999409504,1.92823947817304,
202207 JVM VAN STAVEREN,,2022,Warren Creelman,Canola,L340PC,2022-09-19,,420,950191.22,,,Warren Creelman,2022,Canola,172.8935081507,379.215594305575,2.19334779172297,
202207 JVM VAN STAVEREN,,2022,Warren Kent,Lentils,,2022-08-20,,333,372580.78,,,Warren Kent,2022,Lentils/Canola,131.70788924884,131.485372917847,0.998310531493121,
202207 JVM VAN STAVEREN,,2022,Warren Yard,Canola,L340PC,2022-09-22,,501,1230177.96,,,Warren Yard,2022,Canola,209.6690386154,494.798674171053,2.35990338601529,
202207 JVM VAN STAVEREN,,2022,Willems,Durum,Alloy,2022-09-02,,880,2868210.62,,,Willems,2022,Lentils/Spring Oats,336.6882815284,939.256465457741,2.78969158413823,
202207 JVM VAN STAVEREN,,2022,Winston Sylvia,Canola,L340PC,2022-09-12,,290,562178.1,,,Winston Sylvia,2022,Canola,122.8909915407,268.736415480831,2.18678694110649,
202207 JVM VAN STAVEREN,,2022,Zyla,Durum,Alloy,2022-09-02,,625,1995181.1,,,Zyla,2022,Lentils/Canola,254.9831675333,754.597562185146,2.95940147534091,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin Fair NW,Canola,,,,,565889,11317.8,56.8,Algin Fair NW,2022,Canola,28.5402670676,100.342867368072,3.51583491249055,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin Fair Quarter,Canola,,,,,363315,7266.3,46,Algin Fair Quarter,2022,Canola,20.5866378946,64.2018810221272,3.11861904555905,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House N 3in1,Canola,,,,,558528,11170.6,46.5,Algin House N 3in1,2022,Canola,29.7278324072,92.7371756009872,3.1195404471712,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House SE,Canola,,,,,796100,15922,51.6,Algin House SE,2022,Canola,48.7927628361,155.491528097948,3.18677441202213,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Algin House W,Canola,,,,,606443,12128.9,53.7,Algin House W,2022,Canola,36.6897006833,127.681638063479,3.48004032972653,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Morley Mack,Canola,,,,,770137,15402.7,51.8,Morley Mack,2022,Canola,43.9948569138,149.585002002133,3.40005656332097,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Gravel NW,Barley,,,,,1012706,21098,103.7,Sidlets Gravel NW,2022,Spring Barley,67.0626181282,382.830210131906,5.70854852997343,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Gravel S,Barley,,,,,705973,14707.8,96.7,Sidlets Gravel S,2022,Spring Barley,48.5706891814,279.957156197972,5.76391154657902,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets Middle,Barley,,,,,361521,7531.7,90.7,Sidlets Middle,2022,Other/Spring Barley,34.0442445509,157.723039575334,4.63288410878145,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets N Field,Barley,,,,,344256,7172,101.6,Sidlets N Field,2022,Spring Barley,28.3824907254,157.731841511772,5.55736432851594,
202215 ARM RIVER COLONY,Algin Fair Sidlets,2022,Sidlets NE,Barley,,,,,1325754,27619.9,106.5,Sidlets NE,2022,Spring Barley,107.3259198858,621.845981993377,5.79399629330036,
202215 ARM RIVER COLONY,Bethune,2022,Berry N,Peas,,,,,1097030,18283.8,63.7,Berry N,2022,Other,115.9054839106,524.070211472531,4.52153076619529,
202215 ARM RIVER COLONY,Bethune,2022,GA House N,Peas,,,,,2154588,35909.8,57.2,GA House N,2022,Other,248.1176934619,1047.78469246416,4.22293419644839,
202215 ARM RIVER COLONY,Bethune,2022,GA House SE,Peas,,,,,1052324,17538.7,55.2,GA House SE,2022,Field Peas,108.411371307,475.855922600674,4.38935433491697,
202215 ARM RIVER COLONY,Bethune,2022,GA Section Ian W,Peas,,,,,2423542,40392.4,54,GA Section Ian W,2022,Other/Field Peas,245.0895157187,918.154611655026,3.74620109294611,
202215 ARM RIVER COLONY,Bethune,2022,Jimmy NW,Peas,,,,,1235565,20592.8,63.1,Jimmy NW,2022,Other/Field Peas,113.491963297,482.688515421465,4.25306340113533,
202215 ARM RIVER COLONY,Bethune,2022,Lou Jurdisey,Peas,,,,,1179956,19665.9,61,Lou Jurdisey,2022,Other/Field Peas,107.3685752345,467.31440950457,4.35243187761339,
202215 ARM RIVER COLONY,Bethune,2022,Mackzine Yard,Barley,,,,,1382572,28803.6,90.1,Mackzine Yard,2022,Spring Barley/Other,123.9291320271,644.815927198848,5.20310210078647,
202215 ARM RIVER COLONY,Bethune,2022,Riche Bethune E,Peas,,,,,563813,9396.9,58.2,Riche Bethune E,2022,Other,63.6777675768,262.800654560082,4.12703938220079,
202215 ARM RIVER COLONY,Black,2022,Black NE Chicken SW,Peas,,,,,2042226,34037.1,61.6,Black NE Chicken S,2022,Field Peas,183.916900378,788.993241315009,4.28994420683151,
202215 ARM RIVER COLONY,Black,2022,Black SE,Peas,,,,,399644,6660.7,58.2,Black SE,2022,Field Peas,36.89059173,186.375425368519,5.05211265605576,
202215 ARM RIVER COLONY,Black,2022,Chicken Barns SE,Peas,,,,,815382,13589.7,61.4,Chicken Barns SE,2022,Other/Field Peas,87.2003585535,376.355032101448,4.31598032788527,
202215 ARM RIVER COLONY,Black,2022,Gophers,Peas,,,,,568673,9477.9,60.5,Gophers,2022,Other,61.632158134,260.094902445632,4.22011674295319,
202215 ARM RIVER COLONY,Black,2022,Gophers S Dave Core,Canola,,,,,1314127,26282.5,57,Gophers S Dave Cor,2022,Canola,184.5684671202,680.887542510984,3.68907838448676,
202215 ARM RIVER COLONY,Black,2022,HY 54-1,Peas,,,,,1029527,17158.8,54.4,HY 54-1,2022,Other,119.8996323058,443.894273496622,3.7022154693893,
202215 ARM RIVER COLONY,Black,2022,Long Field,Peas,,,,,1462002,24366.7,60.9,Long Field,2022,Field Peas,125.0573190824,579.953455845033,4.63750110829501,
202215 ARM RIVER COLONY,Black,2022,Schandre N Side,Canola,,,,,339316,6786.3,52.3,Schandre N Side,2022,Canola,51.1979891754,177.678075268667,3.47041120423611,
202215 ARM RIVER COLONY,Black,2022,Schandre S Side,Canola,,,,,51693,1033.9,49,Schandre S Side,2022,Canola,5.9927954152,18.5384204182616,3.09345124167615,
202215 ARM RIVER COLONY,Black,2022,Tee Slews,Canola,,,,,1958933,39178.7,52.5,Tee Slews,2022,Canola,108.8427089338,378.395829505815,3.47653814584826,
202215 ARM RIVER COLONY,Black,2022,Triangle,SpringWheat,,,,,730590,12176.5,58.9,Triangle,2022,Spring Wheat,71.7234033038,297.848046040645,4.15273163738543,
202215 ARM RIVER COLONY,Black,2022,Walter + Black W,SpringWheat,,,,,1803880,30064.7,61.6,Walter + Black W,2022,Spring Wheat,195.7196886011,875.344984131775,4.4724421461544,
202215 ARM RIVER COLONY,Craven,2022,Craven N,DurumWheat,,,,,2904252,48404.2,60.9,Craven N,2022,Wheat/Wheat - Durum,258.3125581967,1136.11957060587,4.39823591441783,
202215 ARM RIVER COLONY,Craven,2022,Craven S N Side,SpringWheat,,,,,860816,14346.9,60.2,Craven S N Side,2022,Spring Wheat,65.649278351,290.631851370381,4.42703802190316,
202215 ARM RIVER COLONY,Craven,2022,Craven S Quarter,SpringWheat,,,,,594967,9916.1,60.8,Craven S Quarter,2022,Wheat/Spring Wheat,65.9001002048,273.022243069878,4.14297159217357,
202215 ARM RIVER COLONY,Craven,2022,Devin Pinkney N Side,SpringWheat,,,,,894839,14914,64.6,Devin Pinkney N Si,2022,Spring Wheat,94.0069199848,419.10427977696,4.45822796709779,
202215 ARM RIVER COLONY,Craven,2022,Devin Pinkney S Side,SpringWheat,,,,,1003915,16731.9,43.8,Devin Pinkney S Si,2022,Spring Wheat,149.4905038862,666.825050660216,4.46065156866311,
202215 ARM RIVER COLONY,Craven,2022,Grant Yard,DurumWheat,,,,,1069742,17829,59.6,Grant Yard,2022,Wheat/Wheat - Durum,103.6939574735,465.807950297185,4.4921416989628,
202215 ARM RIVER COLONY,Craven,2022,Green,DurumWheat,,,,,1065245,17754.1,59.5,Green,2022,Wheat - Durum,96.3335207799,418.885375557705,4.34828263481371,
202215 ARM RIVER COLONY,Craven,2022,Gtab Quarter,DurumWheat,,,,,489378,8156.3,53,Gtab Quarter,2022,Wheat - Durum,36.867697535,150.999935128968,4.09572458344104,
202215 ARM RIVER COLONY,Craven,2022,Swift Quarter,DurumWheat,,,,,512334,8538.9,56.1,Swift Quarter,2022,Wheat - Durum,47.976874448,200.288675292993,4.17469202813695,
202215 ARM RIVER COLONY,Craven,2022,Swift West,DurumWheat,,,,,882457,14707.6,52.7,Swift West,2022,Wheat - Durum,81.4964588107,322.256495090937,3.95423923681733,
202215 ARM RIVER COLONY,Craven,2022,Swift Wolf,DurumWheat,,,,,1014390,16906.5,54.1,Swift Wolf,2022,Wheat,121.0303764867,474.634935585446,3.92161826942349,
202215 ARM RIVER COLONY,Craven,2022,Tars,DurumWheat,,,,,1957442,32624,61,Tars,2022,Spring Barley/Wheat - Durum,174.055175929,799.065159394746,4.59087272257102,
202215 ARM RIVER COLONY,Craven,2022,Wally,DurumWheat,,,,,1617685,26961.4,58.2,Wally,2022,Wheat/Wheat - Durum,142.2254314212,600.068762211209,4.21913828079106,
202215 ARM RIVER COLONY,Craven,2022,Yard S Quarter,DurumWheat,,,,,519067,8651.1,62.3,Yard S Quarter,2022,Wheat - Durum,45.262221828,201.214458176652,4.44552763983357,
202215 ARM RIVER COLONY,Disley,2022,Disley N Irr,Canola,,,,,583356,11667.1,56.9,Disley N Irr,2022,Canola,38.043710149,132.001709605875,3.46973807467474,
202215 ARM RIVER COLONY,Disley,2022,Disley W Sec,Canola,,,,,1740982,34819.6,58.8,Disley W Sec,2022,Canola,123.5055098085,419.892057946088,3.39978401447147,
202215 ARM RIVER COLONY,Disley,2022,Hy 11,Canola,,,,,761517,15230.3,51.9,Hy 11,2022,Canola,31.937832681,105.561382668439,3.30521434321491,
202215 ARM RIVER COLONY,Disley,2022,Little Field,Canola,,,,,50209,1004.2,55.2,Little Field,2022,Canola,2.395542506,6.320622990883,2.63849335799805,
202215 ARM RIVER COLONY,Disley,2022,Valley Irr,Canola,,,,,311489,6229.8,51.7,Valley Irr,2022,Canola,26.8493284174,110.511501345288,4.11598754454022,
202215 ARM RIVER COLONY,Disley,2022,Valley Pump Site,Canola,,,,,143401,2868,42.7,Valley Pump Site,2022,Canola,8.044438702,22.798965508557,2.83412756975682,
202215 ARM RIVER COLONY,Disley,2022,Wagner Hay,Canola,,,,,340352,6807,43.4,Wagner Hay,2022,Canola,25.6779325755,73.7130939024237,2.87067869212942,
202215 ARM RIVER COLONY,Disley,2022,Wagner Quarter,Canola,,,,,380848,7617,48.8,Wagner Quarter,2022,Canola,14.0412194345,44.1477710677748,3.14415505531531,
202215 ARM RIVER COLONY,Home,2022,Buffalo Jump E+W,Canola,,,,,706319,14126.4,56.8,Buffalo Jump E+W,2022,Canola,41.8199543018,152.628157279345,3.64964906890812,
202215 ARM RIVER COLONY,Home,2022,Junk Pile,Peas,,,,,2153980,35899.7,52.7,Junk Pile,2022,Other,261.8537267782,949.410705999748,3.62572921027752,
202215 ARM RIVER COLONY,Home,2022,Mill E Ranch S,SpringWheat,,,,,2197723,36628.7,59,Mill E Ranch S,2022,Spring Wheat/Field Peas,215.4266990309,1061.64712654217,4.92811304874467,
202215 ARM RIVER COLONY,Home,2022,Mill S,Barley,,,,,36511,760.6,2.9,Mill S,2022,Spring Barley/Field Peas,6.2027774158,17.5520524648806,2.8297085786395,
202215 ARM RIVER COLONY,Home,2022,Tree House,Canola,,,,,50039,1000.8,6.6,NA,,,,,,
202215 ARM RIVER COLONY,Home,2022,Treehouse,Barley,,,,,331251,6901.1,60,Tree House,2022,Spring Barley/Canola,19.268733204,55.2771594876313,2.86874901958559,
202215 ARM RIVER COLONY,Huber,2022,Archibald,Canola,,,,,539667,10793.3,75,Archibald,2022,Canola,34.1146423896,143.64494008068,4.2106535498807,
202215 ARM RIVER COLONY,Huber,2022,Bernard NW,Canola,,,,,525018,10500.4,69.6,Bernard NW,2022,Canola,45.7259168675,191.682463765471,4.19198732134578,
202215 ARM RIVER COLONY,Huber,2022,Bernard Yard,Canola,,,,,1089143,21782.9,69,Bernard Yard,2022,Canola,92.7775182905,402.354700845712,4.3367693839997,
202215 ARM RIVER COLONY,Huber,2022,Bernard Yard SW,Canola,,,,,177333,3546.7,65.1,Bernard Yard SW,2022,Canola/Spring Wheat,22.0940666137,79.5456052050542,3.60031526091851,
202215 ARM RIVER COLONY,Huber,2022,Erwin Bateman,Barley,,,,,1882332,39215.3,104.8,Erwin Bateman,2022,Spring Barley,128.156098664,743.282768657312,5.79982362451632,
202215 ARM RIVER COLONY,Huber,2022,Graff +Bins E,Canola,,,,,357109,7142.2,61,Graff +Bins E,2022,Canola,35.633567288,126.55458826706,3.55155539843126,
202215 ARM RIVER COLONY,Huber,2022,Holt HY 6,Canola,,,,,975717,19514.3,69.6,Holt HY 6,2022,Spring Wheat/Canola,82.6941677613,348.917715602457,4.21937513912253,
202215 ARM RIVER COLONY,Huber,2022,Holt Quarter Otto E,SpringWheat,,,,,689691,11494.8,70.9,Holt Quarter Otto ,2022,Spring Wheat,50.9371292237,242.867297822339,4.76798165746133,
202215 ARM RIVER COLONY,Huber,2022,Holt Yard,SpringWheat,,,,,410946,6849.1,49.6,Holt Yard,2022,Spring Wheat,53.8338276313,183.448667495257,3.40768389629788,
202215 ARM RIVER COLONY,Huber,2022,Holt Yard North,SpringWheat,,,,,392551,6542.5,55.9,Holt Yard North,2022,Spring Wheat,44.575814878,178.335451257808,4.00072217963702,
202215 ARM RIVER COLONY,Huber,2022,Huber 640,Canola,,,,,1641528,32830.6,51.1,Huber 640,2022,Canola/Spring Wheat,240.4250074926,770.398540027547,3.20431950096231,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns N,Canola,,,,,392780,7855.6,62.7,Kathleen Burns N,2022,Canola,38.0798527835,142.443588860675,3.74065492507355,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns S,Canola,,,,,119708,2394.2,59.7,Kathleen Burns S,2022,Canola,6.9848576849,25.1702701323925,3.60354802744315,
202215 ARM RIVER COLONY,Huber,2022,Kathleen Burns Small,Canola,,,,,64557,1291.1,60,Kathleen Burns Sma,2022,Canola,7.53722557,25.665878315895,3.4052156297473,
202215 ARM RIVER COLONY,Huber,2022,Lisa 85,Barley,,,,,393382,8195.5,98.1,Lisa 85,2022,Spring Barley,28.613704422,144.711075271039,5.05740442190966,
202215 ARM RIVER COLONY,Huber,2022,Lumsden S,SpringWheat,,,,,3266728,54445.5,67.6,Lumsden S,2022,Spring Wheat/Canola,204.6445969606,931.338254370945,4.55100338930646,
202215 ARM RIVER COLONY,Huber,2022,Mobile Grain-1,SpringWheat,,,,,502373,8372.9,65,Mobile Grain-1,2022,Spring Wheat,39.9402988897,175.022490186883,4.38210266453511,
202215 ARM RIVER COLONY,Huber,2022,OT N Side,Canola,,,,,488938,9778.8,65.7,OT N Side,2022,Canola,46.4278555769,177.777356723535,3.82910979873013,
202215 ARM RIVER COLONY,Huber,2022,OT S Side,Canola,,,,,547141,10942.8,70.9,OT S Side,2022,Canola,32.1536262082,132.218580728782,4.11208925154025,
202215 ARM RIVER COLONY,Huber,2022,Otto 440,SpringWheat,,,,,1965108,32751.8,74.2,Otto 440,2022,Spring Wheat,159.3692548873,855.654522852028,5.36900623308501,
202215 ARM RIVER COLONY,Huber,2022,Otto House E,SpringWheat,,,,,2026293,33771.5,69.4,Otto House E,2022,Spring Wheat,143.1099486552,707.963551145426,4.94699046291428,
202215 ARM RIVER COLONY,Huber,2022,Otto House W,SpringWheat,,,,,671260,11187.7,63.7,Otto House W,2022,Spring Wheat,51.9551121479,226.578424031552,4.36104195842277,
202215 ARM RIVER COLONY,Huber,2022,Otto N,SpringWheat,,,,,335724,5595.4,73.9,Otto N,2022,Spring Wheat,24.107263961,120.543931010651,5.0003157225002,
202215 ARM RIVER COLONY,Huber,2022,Otto S,SpringWheat,,,,,44546,742.4,29.4,Otto S,2022,Spring Wheat,7.4888903738,33.9297689693806,4.53068041803422,
202215 ARM RIVER COLONY,Huber,2022,Paul Schro,SpringWheat,,,,,336182,5603,57.6,Paul Schro,2022,Spring Wheat,39.8855146548,141.951991947606,3.55898609247413,
202215 ARM RIVER COLONY,Huber,2022,Penny Burns,Canola,,,,,825768,16515.4,55.1,Penny Burns,2022,Canola,69.3898398166,245.137275281925,3.53275459245664,
202215 ARM RIVER COLONY,Huber,2022,Ron Burns,Canola,,,,,824409,16488.2,56.2,Ron Burns,2022,Canola,88.9099448867,306.170739540957,3.44360509874478,
202215 ARM RIVER COLONY,Huber,2022,Ron Lisa Huber,SpringWheat,,,,,3249798,54163.3,56.2,Ron Lisa Huber,2022,Spring Wheat/Spring Barley,357.9808679657,1281.70365001204,3.58036913339975,
202215 ARM RIVER COLONY,Huber,2022,Scott Will 100,Barley,,,,,455471,9489,96.1,Scott Will 100,2022,Spring Barley,28.642824965,152.913972169905,5.33864841742245,
202215 ARM RIVER COLONY,Huber,2022,Scott Will 160,Barley,,,,,881053,18355.3,114,Scott Will 160,2022,Spring Barley,62.6939020317,409.648965542747,6.53411180780573,
202215 ARM RIVER COLONY,Huber,2022,Small,Barley,,,,,2374243,49463.4,109.7,Small,2022,Spring Barley,179.5500359456,1067.31585536611,5.94439232353861,
202215 ARM RIVER COLONY,Pete,2022,Colony W Quarter,Barley,,,,,617167,12857.6,79.8,Colony W Quarter,2022,Spring Barley,59.9460120947,274.150393962669,4.57328827027858,
202215 ARM RIVER COLONY,Pete,2022,new break,Barley,,,,,533953,11124,71.5,new break,2022,Spring Barley,62.5686007465,253.225829185211,4.04717104368642,
202215 ARM RIVER COLONY,Pete,2022,Otto Home,Barley,,,,,1057813,22037.8,70.1,Otto Home,2022,Spring Barley,114.763678183,490.438336068641,4.27346303145319,
202215 ARM RIVER COLONY,Pete,2022,Pete All N&S,Barley,,,,,4233413,88196.1,91.1,Pete All N&S,2022,Spring Barley,316.3429113484,1601.36277317148,5.06211050010802,
202215 ARM RIVER COLONY,Pete,2022,Pete East,Canola,,,,,3435862,68717.2,51.8,Pete East,2022,Canola,316.5864016818,1076.81757726212,3.40133869156018,
202215 ARM RIVER COLONY,Pete,2022,Sams correl,Canola,,,,,139673,2793.5,126.6,NA,,,,,,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst N Half Section,SpringWheat,,,,,1179836,19663.9,64.3,Avonhurst N Half S,2022,Spring Wheat,95.2491678032,434.505794204532,4.56178047772858,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst N quarter,SpringWheat,,,,,606586,10109.8,66.5,Avonhurst N quarte,2022,Spring Wheat,56.7393630938,263.794888456351,4.64923950627102,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst NE Quarter,SpringWheat,,,,,663484,11058.1,62.6,Avonhurst NE Quart,2022,Spring Wheat,52.4098360082,223.650937647022,4.26734664103948,
202215 ARM RIVER COLONY,Rod Koch,2022,Avonhurst Town,SpringWheat,,,,,2377981,39633,59,Avonhurst Town,2022,Spring Wheat,176.6447117076,703.681735071929,3.98359921601691,
202215 ARM RIVER COLONY,Rod Koch,2022,Edenwold Town,SpringWheat,,,,,837864,13964.4,51.3,Edenwold Town,2022,Spring Wheat,61.9173829838,256.817122050792,4.14773864260357,
202215 ARM RIVER COLONY,Rod Koch,2022,North Edenwold Section,SpringWheat,,,,,1416630,23610.5,36.9,Sec North Edenwold,2022,Spring Wheat,147.0281350146,392.927437816913,2.67246427207891,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod East,SpringWheat,,,,,3142276,52371.3,67.8,Rod East,2022,Spring Wheat,258.7470807967,1253.30245614445,4.84373563668988,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod East East,SpringWheat,,,,,3000648,50010.8,68.3,Rod East East,2022,Spring Wheat,173.0009447641,808.023903486094,4.67063289502781,
202215 ARM RIVER COLONY,Rod Koch,2022,Rod Yard NE,SpringWheat,,,,,872935,14548.9,49.8,Rod Yard NE,2022,Spring Wheat,71.5924353596,242.311656736351,3.38459860345928,
