Grower,Year,FieldName,Crop,Weight_lbs,Volume_bu,Yield_buac,Use,Field_monitor,Crop_monitor,Area_ha_monitor,Mass_t_monitor,Yield_tha_monitor
202215 ARM RIVER COLONY,2022,Holt Yard,SpringWheat,410946,6849.1,49.6,TRUE,Holt Yard,Spring Wheat,53.83382763,183.4486675,3.407683896
202215 ARM RIVER COLONY,2022,Holt Yard North,SpringWheat,392551,6542.5,55.9,TRUE,Holt Yard North,Spring Wheat,44.57581488,178.3354513,4.00072218
202215 ARM RIVER COLONY,2022,Huber 640,Canola,1641528,32830.6,51.1,TRUE,Huber 640,Canola/Spring Wheat,240.4250075,770.39854,3.204319501
202215 ARM RIVER COLONY,2022,Kathleen Burns N,Canola,392780,7855.6,62.7,TRUE,Kathleen Burns N,Canola,38.07985278,142.4435889,3.740654925
202215 ARM RIVER COLONY,2022,Kathleen Burns S,Canola,119708,2394.2,59.7,TRUE,Kathleen Burns S,Canola,6.984857685,25.17027013,3.603548027
202215 ARM RIVER COLONY,2022,Lisa 85,Barley,393382,8195.5,98.1,TRUE,Lisa 85,Spring Barley,28.61370442,144.7110753,5.057404422
202215 ARM RIVER COLONY,2022,Lumsden S,SpringWheat,3266728,54445.5,67.6,TRUE,Lumsden S,Spring Wheat/Canola,204.644597,931.3382544,4.551003389
202215 ARM RIVER COLONY,2022,Mobile Grain-1,SpringWheat,502373,8372.9,65,TRUE,Mobile Grain-1,Spring Wheat,39.94029889,175.0224902,4.382102665
202215 ARM RIVER COLONY,2022,OT N Side,Canola,488938,9778.8,65.7,TRUE,OT N Side,Canola,46.42785558,177.7773567,3.829109799
202215 ARM RIVER COLONY,2022,OT S Side,Canola,547141,10942.8,70.9,TRUE,OT S Side,Canola,32.15362621,132.2185807,4.112089252
202215 ARM RIVER COLONY,2022,Otto 440,SpringWheat,1965108,32751.8,74.2,TRUE,Otto 440,Spring Wheat,159.3692549,855.6545229,5.369006233
202215 ARM RIVER COLONY,2022,Otto House E,SpringWheat,2026293,33771.5,69.4,TRUE,Otto House E,Spring Wheat,143.1099487,707.9635511,4.946990463
202215 ARM RIVER COLONY,2022,Otto House W,SpringWheat,671260,11187.7,63.7,TRUE,Otto House W,Spring Wheat,51.95511215,226.578424,4.361041958
202215 ARM RIVER COLONY,2022,Otto N,SpringWheat,335724,5595.4,73.9,TRUE,Otto N,Spring Wheat,24.10726396,120.543931,5.000315723
202215 ARM RIVER COLONY,2022,Otto S,SpringWheat,44546,742.4,29.4,TRUE,Otto S,Spring Wheat,7.488890374,33.92976897,4.530680418
202215 ARM RIVER COLONY,2022,Paul Schro,SpringWheat,336182,5603,57.6,TRUE,Paul Schro,Spring Wheat,39.88551465,141.9519919,3.558986092
202215 ARM RIVER COLONY,2022,Penny Burns,Canola,825768,16515.4,55.1,TRUE,Penny Burns,Canola,69.38983982,245.1372753,3.532754592
202215 ARM RIVER COLONY,2022,Ron Burns,Canola,824409,16488.2,56.2,TRUE,Ron Burns,Canola,88.90994489,306.1707395,3.443605099
202215 ARM RIVER COLONY,2022,Ron Lisa Huber,SpringWheat,3249798,54163.3,56.2,TRUE,Ron Lisa Huber,Spring Wheat/Spring Barley,357.980868,1281.70365,3.580369133
202215 ARM RIVER COLONY,2022,Scott Will 100,Barley,455471,9489,96.1,TRUE,Scott Will 100,Spring Barley,28.64282497,152.9139722,5.338648417
202215 ARM RIVER COLONY,2022,Scott Will 160,Barley,881053,18355.3,114,TRUE,Scott Will 160,Spring Barley,62.69390203,409.6489655,6.534111808
202215 ARM RIVER COLONY,2022,Small,Barley,2374243,49463.4,109.7,TRUE,Small,Spring Barley,179.5500359,1067.315855,5.944392324
202215 ARM RIVER COLONY,2022,Colony W Quarter,Barley,617167,12857.6,79.8,TRUE,Colony W Quarter,Spring Barley,59.94601209,274.150394,4.57328827
202215 ARM RIVER COLONY,2022,new break,Barley,533953,11124,71.5,TRUE,new break,Spring Barley,62.56860075,253.2258292,4.047171044
202204 SHANE STROEDER,2022,Food grains,NA,NA,NA,NA,NA,Food grains,Mustard,14.57942467,54.27971789,3.723035657
202204 SHANE STROEDER,2022,Geralds,NA,NA,NA,NA,NA,Geralds,Mustard/Spring Barley,86.24456886,303.8592252,3.523227367
202204 SHANE STROEDER,2022,Kennys west,NA,NA,NA,NA,NA,Kennys west,Mustard,15.68097684,41.29673654,2.633556376
202204 SHANE STROEDER,2022,South of Yard,NA,NA,NA,NA,NA,South of Yard,Mustard,47.28259167,152.3985892,3.223143736
202204 SHANE STROEDER,2022,Vivians,NA,NA,NA,NA,NA,Vivians,Mustard,168.6714364,511.0863154,3.030070333
202207 JVM VAN STAVEREN,2022,Harts,NA,NA,NA,NA,NA,Harts,Lentils/Spring Oats,450.2744554,480.5138088,1.067157604
202207 JVM VAN STAVEREN,2022,Motts,NA,NA,NA,NA,NA,Motts,Lentils/Canola/Spring Oats,582.9392964,419.8331639,0.720200485
202207 JVM VAN STAVEREN,2022,Nathans Half,NA,NA,NA,NA,NA,Nathans Half,Canola/Lentils,126.1033337,353.3736106,2.802254313
202207 JVM VAN STAVEREN,2022,Stewart,NA,NA,NA,NA,NA,Stewart,Canola,515.326693,1286.669102,2.496802746
202215 ARM RIVER COLONY,2022,Otto Home,Barley,1057813,22037.8,70.1,TRUE,Otto Home,Spring Barley,114.7636782,490.4383361,4.273463031
202215 ARM RIVER COLONY,2022,Pete All N&S,Barley,4233413,88196.1,91.1,TRUE,Pete All N&S,Spring Barley,316.3429113,1601.362773,5.0621105
202215 ARM RIVER COLONY,2022,Pete East,Canola,3435862,68717.2,51.8,TRUE,Pete East,Canola,316.5864017,1076.817577,3.401338692
202215 ARM RIVER COLONY,2022,Avonhurst Town,SpringWheat,2377981,39633,59,TRUE,Avonhurst Town,Spring Wheat,176.6447117,703.6817351,3.983599216
202215 ARM RIVER COLONY,2022,Edenwold Town,SpringWheat,837864,13964.4,51.3,TRUE,Edenwold Town,Spring Wheat,61.91738298,256.8171221,4.147738643
202215 ARM RIVER COLONY,2022,Rod East,SpringWheat,3142276,52371.3,67.8,TRUE,Rod East,Spring Wheat,258.7470808,1253.302456,4.843735637
202215 ARM RIVER COLONY,2022,Rod East East,SpringWheat,3000648,50010.8,68.3,TRUE,Rod East East,Spring Wheat,173.0009448,808.0239035,4.670632895
202215 ARM RIVER COLONY,2022,Rod Yard NE,SpringWheat,872935,14548.9,49.8,TRUE,Rod Yard NE,Spring Wheat,71.59243536,242.3116567,3.384598603
202215 ARM RIVER COLONY,2022,Yard South,SpringWheat,2285254,38087.6,63.4,TRUE,Yard South,Spring Wheat,187.5702394,826.613503,4.406954458
202215 ARM RIVER COLONY,2022,KS Road E,SpringWheat,439923,7332,58.2,TRUE,KS Road E,Spring Wheat/Spring Barley,33.31714644,148.3808642,4.45358862
202215 ARM RIVER COLONY,2022,KS Road W,SpringWheat,640866,10681.1,67,TRUE,KS Road W,Spring Wheat,57.33807325,292.480199,5.100977107
202215 ARM RIVER COLONY,2022,Mike McEwen N,SpringWheat,369630,6160.5,65.3,TRUE,Mike McEwen N,Spring Wheat,39.38614587,174.9637406,4.442266099
202215 ARM RIVER COLONY,2022,Mike McEwen S,SpringWheat,168952,2815.9,70.6,TRUE,Mike McEwen S,Spring Wheat,16.23847771,81.9169552,5.044620356
202215 ARM RIVER COLONY,2022,Sec 27 Disley W,SpringWheat,457539,7625.7,53.6,TRUE,Sec 27 Disley W,Spring Wheat,46.82514551,180.0244949,3.844611542
202215 ARM RIVER COLONY,2022,Valley & 40,SpringWheat,439749,7329.1,40.6,TRUE,Valley & 40,Spring Wheat,71.07062554,194.7662276,2.740460298
202215 ARM RIVER COLONY,2022,Young House SW,SpringWheat,643084,10718.1,59.3,TRUE,Young House SW,Spring Wheat,72.62396445,302.1850421,4.160954919
202221 ABERHART FARMS INC,2022,Dancing L Breaking,,NA,NA,NA,NA,Dancing L Breaking,Canola,30.68419815,63.22461725,2.060494361
202221 ABERHART FARMS INC,2022,Garths Home,,NA,NA,NA,NA,Garths Home,Spring Barley/Winter Wheat,25.22166341,137.4769516,5.450748801
202221 ABERHART FARMS INC,2022,Goudys Home North,NA,NA,NA,NA,NA,Goudys Home North,Canola,194.3447461,404.2943351,2.080294647
202221 ABERHART FARMS INC,2022,Mitchke Section,,NA,NA,NA,NA,Mitchke Section,Canola,249.0134374,612.0431424,2.457871948
202221 ABERHART FARMS INC,2022,West Place,,NA,NA,NA,NA,West Place,Spring Wheat,60.40247061,215.7379552,3.571674355
202221 ABERHART FARMS INC,2021,15,NA,NA,NA,NA,NA,15,Canola,65.36987017,125.7094306,1.923048497
202221 ABERHART FARMS INC,2021,Altmans L,NA,NA,NA,NA,NA,Altmans L,Canola,186.6142075,339.6952698,1.820307651
202221 ABERHART FARMS INC,2021,Bennett Half,NA,NA,NA,NA,NA,Bennett Half,Spring Barley/Other,125.9420667,401.7654629,3.190081546
202221 ABERHART FARMS INC,2021,Brent Half,NA,NA,NA,NA,NA,Brent Half,Canola,100.3545539,209.3469131,2.086072879
202221 ABERHART FARMS INC,2021,Dancing L Block,NA,NA,NA,NA,NA,Dancing L Block,Canola,85.11823493,95.89849422,1.126650409
202221 ABERHART FARMS INC,2021,Dancing West,NA,NA,NA,NA,NA,Dancing West,Canola,46.69606251,50.07138402,1.072282786
202221 ABERHART FARMS INC,2021,David Manitoba Half,NA,NA,NA,NA,NA,David Manitoba Half,Spring Barley,118.2450887,420.0003164,3.551947241
202221 ABERHART FARMS INC,2021,Dwayne Home Sec,NA,NA,NA,NA,NA,Dwayne Home Sec,Canola,260.480873,473.3042408,1.817040289
202221 ABERHART FARMS INC,2021,Elevator Half,NA,NA,NA,NA,NA,Elevator Half,Spring Wheat,123.167434,403.9131008,3.279382281
202221 ABERHART FARMS INC,2021,Garths Home,,NA,NA,NA,NA,Garths Home,Canola,36.57839261,79.55009823,2.17478387
202221 ABERHART FARMS INC,2021,Goudys Home North,NA,NA,NA,NA,NA,Goudys Home North,Spring Wheat,203.7268133,695.337572,3.413088149
202221 ABERHART FARMS INC,2021,Harrowby Quater,,NA,NA,NA,NA,Harrowby Quater,Spring Barley/Other,45.2457085,154.4645876,3.41390582
202221 ABERHART FARMS INC,2021,Jonnys,NA,NA,NA,NA,NA,Jonnys,Spring Barley,61.76996374,163.6085995,2.648675661
202221 ABERHART FARMS INC,2021,Kilman Sign,NA,NA,NA,NA,NA,Kilman Sign,Spring Wheat,58.07318576,173.7360001,2.991673313
202221 ABERHART FARMS INC,2021,Mitchke Section,,NA,NA,NA,NA,Mitchke Section,Spring Wheat,250.2340081,832.147076,3.325475552
202221 ABERHART FARMS INC,2021,West of 482,NA,NA,NA,NA,NA,West of 482,Spring Wheat,125.2868177,433.6827946,3.461519755
202221 ABERHART FARMS INC,2021,West Place,NA,NA,NA,NA,NA,West Place,Canola,63.65692748,121.3553045,1.906395884
202231 HILLSBORO FARMS,2022,F12 W21,NA,NA,NA,NA,NA,F12 W21,Spring Barley/Wheat - Sft Rd Wtr,111.1307263,405.3657609,3.647647904
202231 HILLSBORO FARMS,2022,F19a W11,NA,NA,NA,NA,NA,F19a W11,Wheat - Sft Rd Wtr/Winter Wheat,35.70489925,173.3183834,4.854190519
202231 HILLSBORO FARMS,2022,F19b W11,NA,NA,NA,NA,NA,F19b W11,Wheat - Sft Rd Wtr,70.06562001,330.1402359,4.71187204
202231 HILLSBORO FARMS,2022,F2 N S11,NA,NA,NA,NA,NA,F2 N S11,Wheat - Sft Rd Wtr,41.50419603,129.3013481,3.115380142
202231 HILLSBORO FARMS,2022,F22 N13,NA,NA,NA,NA,NA,F22 N13,Wheat - Sft Rd Wtr/Spring Barley/Canola,50.19241834,113.4837945,2.260974829
202231 HILLSBORO FARMS,2022,F3 N25,NA,NA,NA,NA,NA,F3 N25,Winter Wheat/Canola,95.85929161,415.4178606,4.333621224
202231 HILLSBORO FARMS,2022,F3b NW25,NA,NA,NA,NA,NA,F3b NW25,Other,20.38188414,34.5489814,1.695082808
202231 HILLSBORO FARMS,2022,F4c S SW36,NA,NA,NA,NA,NA,F4c S SW36,Other,8.967588302,14.73523369,1.64316572
202231 HILLSBORO FARMS,2022,NW36,NA,NA,NA,NA,NA,NW36,Wheat - Sft Rd Wtr,48.88907776,186.6460502,3.81774537
202231 HILLSBORO FARMS,2021,F16 NW24,NA,NA,NA,NA,NA,F16 NW24,Grass - Bent,0.223547403,0.664349285,2.971849707
202231 HILLSBORO FARMS,2021,F25 Wieben,NA,NA,NA,NA,NA,F25 Wieben,Spring Wheat/Wheat - Sft Rd Wtr,365.1886946,1193.375435,3.267832365
202231 HILLSBORO FARMS,2020,F1 S S11,NA,NA,NA,NA,NA,F1 S S11,Wheat - Sft Rd Wtr,50.66733058,165.9389974,3.275068876
202231 HILLSBORO FARMS,2020,F13 SW31,NA,NA,NA,NA,NA,F13 SW31,Wheat - Sft Rd Wtr,5.268291018,6.340595241,1.203539292
202231 HILLSBORO FARMS,2020,F16 NW24,NA,NA,NA,NA,NA,F16 NW24,Grass - Bent,0.025801666,0.046711562,1.810408723
202231 HILLSBORO FARMS,2020,F2 N S11,NA,NA,NA,NA,NA,F2 N S11,Wheat - Sft Rd Wtr,58.11903817,242.0191274,4.164197052
202231 HILLSBORO FARMS,2020,F22 N13,NA,NA,NA,NA,NA,F22 N13,Wheat - Sft Rd Wtr/Spring Oats,92.03351378,264.827569,2.877512312
202231 HILLSBORO FARMS,2020,F8 N33,NA,NA,NA,NA,NA,F8 N33,Other,31.28690852,32.10086349,1.026015832
202231 HILLSBORO FARMS,2019,F3 N25,NA,NA,NA,NA,NA,F3 N25,Grass - Bent,0.022288107,0.080746773,3.622863654
202231 HILLSBORO FARMS,2019,F4 SE36,NA,NA,NA,NA,NA,F4 SE36,Grass - Bent,0.387801528,1.399561519,3.608963395
202231 HILLSBORO FARMS,2019,F6b NE31,NA,NA,NA,NA,NA,F6b NE31,Grass - Bent,14.51152208,61.95095899,4.269087601
202231 HILLSBORO FARMS,2018,F13 SW31,NA,NA,NA,NA,NA,F13 SW31,Other,53.75348053,178.5254244,3.321188185
202231 HILLSBORO FARMS,2018,F3 N25,NA,NA,NA,NA,NA,F3 N25,Wheat - Sft Rd Wtr,99.27158732,513.6102488,5.173789023
202231 HILLSBORO FARMS,2018,F3b NW25,NA,NA,NA,NA,NA,F3b NW25,Wheat - Sft Rd Wtr,23.79366886,145.3686444,6.109551465
202231 HILLSBORO FARMS,2018,F4 SE36,NA,NA,NA,NA,NA,F4 SE36,Wheat - Sft Rd Wtr,85.31313824,433.2554668,5.078414366
202231 HILLSBORO FARMS,2018,F4b SW36,NA,NA,NA,NA,NA,F4b SW36,Wheat - Sft Rd Wtr,14.86779022,72.93110425,4.905308936
202231 HILLSBORO FARMS,2018,F4c S SW36,NA,NA,NA,NA,NA,F4c S SW36,Wheat - Sft Rd Wtr,10.48484735,58.62446577,5.591351386
202231 HILLSBORO FARMS,2018,F6b NE31,NA,NA,NA,NA,NA,F6b NE31,Grass - Bent,1.161768926,0.847564203,0.729546284
